phase,step,loss,accuracy,margin
train,1,0.6994166970252991,1,2.049999952316284
train,2,0.5650706887245178,1,2.8187501430511475
train,3,0.254726380109787,1,6.587500095367432
train,4,0.07701502740383148,1,6.787499904632568
train,5,0.00074165896512568,1,9.80625057220459
train,6,0.0001911225845105946,1,9.49375057220459
train,7,0.001696863560937345,1,6.903125286102295
train,8,0.16923987865447998,1,9.653124809265137
train,9,0.00003331870539113879,1,9.88437557220459
train,10,0.002369833877310157,1,6.012500286102295
train,11,0.00015550573880318552,1,8.653124809265137
train,12,0.0019285931484773755,1,6.484375
train,13,0.002618746366351843,1,6.0625
train,14,0.000032092404580907896,1,10.71875
train,15,0.0014157678233459592,1,6.646874904632568
train,16,0.0009029651409946382,1,6.868750095367432
train,17,0.00008696160512045026,1,9.403124809265137
train,18,0.0000979259712039493,1,8.99375057220459
train,19,0.0011131551582366228,1,6.825000286102295
train,20,0.00017456524074077606,1,8.740625381469727
train,21,0.000004495191205933224,1,12.350000381469727
train,22,0.00001977167630684562,1,10.824999809265137
train,23,0.00008169308421202004,1,9.559374809265137
train,24,0.00005721017441828735,1,9.90000057220459
train,25,0.00006987620872678235,1,9.612500190734863
train,26,0.0008670328534208238,1,7.212500095367432
train,27,0.00004455561065697111,1,10.193750381469727
train,28,0.000015112203072931152,1,11.231249809265137
train,29,0.0000030702487947564805,1,12.706250190734863
train,30,0.0009551877737976611,1,7.478125095367432
train,31,0.000007963600182847586,1,11.746874809265137
train,32,0.0005867459694854915,1,7.690625190734863
train,33,0.000053242612921167165,1,9.94687557220459
train,34,0.00007967618148541078,1,9.65000057220459
train,35,0.000013378229596128222,1,11.22812557220459
train,36,0.0005529314512386918,1,7.643750190734863
train,37,0.0000016849905932758702,1,13.293749809265137
train,38,0.0004174028872512281,1,7.96875
train,39,0.0000024363700958929257,1,13.012499809265137
train,40,0.000019895642253686674,1,10.881250381469727
train,41,0.000006520050192193594,1,12.053125381469727
train,42,0.00010456749441800639,1,9.328125
train,43,0.00017620925791561604,1,8.756250381469727
train,44,0.0000028306562853686046,1,12.778124809265137
train,45,0.000006499705705209635,1,11.99375057220459
train,46,0.000014465306776401121,1,11.27500057220459
train,47,0.000008165204235410783,1,11.765625
train,48,0.00003591365384636447,1,10.265625
train,49,0.000012926167983096093,1,11.30625057220459
train,50,0.0000046378841034311336,1,12.293749809265137
train,51,0.000044139880628790706,1,10.090624809265137
train,52,0.000008242109288403299,1,11.80625057220459
train,53,0.0000017992755374507396,1,13.271875381469727
train,54,0.0000052063669500057586,1,12.25937557220459
train,55,0.000025150384317385033,1,10.653124809265137
train,56,0.0000020261441022739746,1,13.19687557220459
train,57,4.797500992026471e-7,1,14.53125
train,58,6.89361286276835e-7,1,14.256250381469727
train,59,0.00006283290713327006,1,9.668749809265137
train,60,0.00008272060222225264,1,9.456250190734863
train,61,0.0000029572483981610276,1,12.75
train,62,0.000005222663730819477,1,12.193750381469727
train,63,0.000023626618713024072,1,10.69687557220459
train,64,0.0000012679289511652314,1,13.609375
